text,label
tentu saja aku merasa malu setelah menontonnya,label_4
tentu saya merasa sangat malu,label_4
Karna saya ngerasa dosa,label_4
Saya merasa bersalah dan malu setelah menonton pornografi,label_4
Kalau ketahuan ya saya malu,label_4
sangat merasa malu,label_4
Saya sering sadar diri tapi mencoba denial,label_4
Saya masih punya urat malu apalagi kalau ketahuan,label_4
"Saya masih punya rasa malu, apalagi kalau ketahuan",label_4
"Kalau ketahuan cewek iya malu banget, kalau sesama cowok temen Deket ya gapapa",label_4
setelah saya nonton saya menyesal,label_4
Sering sekali merasa malu dan berdosa,label_4
Tentunya saya merasa malu jika telah melanggar perintah agama dan menonton pornografi,label_4
Merasa bersalah ke Tuhan lebih tepatnya dan kepada malaikat pencatat amal,label_4
sering merasa malu,label_4
Tentunya saya sangat merasa malu setelah melihat pornografi,label_4
"Kadang malu, bayangin kasian pemain di Vidio itu pasti bakal kena sanksi sosial yg parah",label_4
Malu banget takut ketahuan,label_4
Saya sangat menyesal kepada Tuhan telah melakukan perbuatan yang memalukan tersebut,label_4
Dosa bro,label_4
Ya memang malu,label_4
sangat malu,label_4
maluuu banget,label_4
iya saya sering merasa bermasalah sehabis menonton pornografi,label_4
Saya takut jika saya mengulanginya lagi,label_4
Tontonannya mengganggu pola pikir saya,label_4
Berdosa banget,label_4
Saya merasa bersalah setelah melihat hal tersebut,label_4
Karna saya tau bahwa hal itu dosa,label_4
saya sering merasakan malu dan tertekan,label_4
"tentu, sangat merasa bersalah",label_4
Saya sering merasa tertekan tetapi saya tidak tau apakah itu pornografi,label_4
"tentu saya, batin ku berkata ada yang salah jika menonton pornografi",label_4
Saya merasakan tekanan di dada dan merasa bersalah setelah menonton pornografi,label_4
tidak suka nonton,label_4
sering merasa tertekan apabila menonton,label_4
Iya menyesal,label_4
sering sekali merasa berdosa dan bersalah,label_4
"sering, sering mersasa bersalah",label_4
"tentu, setelah menonton pornografi saya terkadang merasa tertekan dan bersalah",label_4
iya sering sakit,label_4
"Sakit mata cok, lihat hal yang berdosa begitu. Kadang juga merasa jijik",label_4
sering merasa sakit,label_4
terkadang saya merasakan hal aneh setelah tidak sengaja menonton pornografi,label_4
saya erasa tekadang merasakan penyesalan atau sedikit sakit di kepala,label_4
"Saya ngerasa dosa dan jijik, tapi enak",label_4
sering merasakan keram dan sakit,label_4
tidak nyaman,label_4
"Sakit kepala terus sakit mata sih, soalnya melihat porno kan begadang juga",label_4
"Sakit kepala, karna melihat porno dimalam hari sama aja begadang",label_4
Iya sakit kepala dan sakit mata,label_4
Ya imun tubuh menurun,label_4
